Latitude,Longitude,U,Th,K
39.5,145.5,0.956,0.865,4.092
39.5,146.5,0.888,0.803,3.834
39.5,147.5,0.839,0.757,3.645
39.5,148.5,0.803,0.723,3.504
39.5,149.5,0.774,0.696,3.393
39.5,150.5,0.749,0.672,3.294
39.5,151.5,0.725,0.650,3.203
39.5,152.5,0.705,0.631,3.122
39.5,153.5,0.686,0.613,3.051
39.5,154.5,0.673,0.601,2.998
39.5,155.5,0.661,0.589,2.949
39.5,156.5,0.650,0.579,2.906
39.5,157.5,0.640,0.569,2.866
39.5,158.5,0.631,0.560,2.827
39.5,159.5,0.622,0.552,2.793
39.5,160.5,0.616,0.545,2.764
39.5,161.5,0.609,0.537,2.734
39.5,162.5,0.600,0.529,2.701
39.5,163.5,0.592,0.521,2.667
39.5,164.5,0.583,0.512,2.632
39.5,165.5,0.576,0.505,2.603
39.5,166.5,0.572,0.502,2.588
39.5,167.5,0.566,0.496,2.565
39.5,168.5,0.561,0.491,2.543
39.5,169.5,0.554,0.485,2.517
39.5,170.5,0.551,0.482,2.505
39.5,171.5,0.546,0.478,2.487
39.5,172.5,0.543,0.475,2.474
39.5,173.5,0.542,0.474,2.469
39.5,174.5,0.540,0.471,2.460
39.5,175.5,0.535,0.467,2.442
39.5,176.5,0.530,0.463,2.424
39.5,177.5,0.527,0.459,2.410
39.5,178.5,0.523,0.456,2.397
39.5,179.5,0.520,0.453,2.385
38.5,-179.5,0.509,0.442,2.338
38.5,-178.5,0.505,0.439,2.327
38.5,-177.5,0.502,0.436,2.316
38.5,-176.5,0.501,0.435,2.310
38.5,-175.5,0.499,0.433,2.303
38.5,-174.5,0.497,0.431,2.294
38.5,-173.5,0.495,0.430,2.289
38.5,-172.5,0.495,0.429,2.286
38.5,-171.5,0.494,0.428,2.283
38.5,-170.5,0.493,0.427,2.280
38.5,-169.5,0.492,0.427,2.277
38.5,-168.5,0.491,0.426,2.274
38.5,-167.5,0.490,0.425,2.273
38.5,-166.5,0.492,0.427,2.277
38.5,-165.5,0.493,0.427,2.280
38.5,-164.5,0.493,0.428,2.283
38.5,-163.5,0.494,0.429,2.287
38.5,-162.5,0.496,0.430,2.293
38.5,-161.5,0.497,0.431,2.297
38.5,-160.5,0.499,0.432,2.303
38.5,-159.5,0.499,0.433,2.307
38.5,-158.5,0.498,0.433,2.306
38.5,-157.5,0.499,0.434,2.312
38.5,-156.5,0.502,0.436,2.321
38.5,-155.5,0.504,0.438,2.330
38.5,-154.5,0.508,0.442,2.345
38.5,-153.5,0.511,0.444,2.355
38.5,-152.5,0.513,0.446,2.364
38.5,-151.5,0.515,0.448,2.375
38.5,-150.5,0.517,0.451,2.386
38.5,-149.5,0.521,0.455,2.402
38.5,-148.5,0.525,0.458,2.418
38.5,-147.5,0.530,0.464,2.441
38.5,-146.5,0.535,0.469,2.462
38.5,-145.5,0.540,0.474,2.483
38.5,-144.5,0.546,0.479,2.507
38.5,-143.5,0.551,0.485,2.531
38.5,-142.5,0.557,0.490,2.556
38.5,-141.5,0.564,0.497,2.585
38.5,-140.5,0.572,0.505,2.617
38.5,-139.5,0.581,0.513,2.655
38.5,-138.5,0.591,0.523,2.698
38.5,-137.5,0.603,0.535,2.747
38.5,-136.5,0.618,0.548,2.806
38.5,-135.5,0.632,0.562,2.866
38.5,-134.5,0.647,0.577,2.930
38.5,-133.5,0.664,0.593,3.000
38.5,-132.5,0.682,0.612,3.080
38.5,-131.5,0.705,0.634,3.176
38.5,-130.5,0.732,0.660,3.288
38.5,-129.5,0.765,0.694,3.431
38.5,-128.5,0.807,0.735,3.608
38.5,-127.5,0.861,0.788,3.832
38.5,-126.5,0.934,0.859,4.134
38.5,-125.5,1.037,0.959,4.563
38.5,-124.5,1.218,1.129,5.300
38.5,-123.5,1.868,1.731,7.841
38.5,-122.5,2.150,1.996,9.011
38.5,-121.5,2.300,2.166,9.823
38.5,-120.5,2.518,2.398,10.988
38.5,-119.5,2.851,2.813,13.018
38.5,-118.5,2.952,2.946,13.724
38.5,-117.5,2.977,2.986,13.975
38.5,-116.5,3.019,3.033,14.195
38.5,-115.5,3.062,3.077,14.389
38.5,-114.5,3.128,3.140,14.637
38.5,-113.5,3.178,3.186,14.805
38.5,-112.5,3.269,3.265,15.055
38.5,-111.5,3.371,3.347,15.256
38.5,-110.5,3.464,3.399,15.254
38.5,-109.5,3.596,3.412,14.818
38.5,-108.5,3.769,3.548,15.224
38.5,-107.5,4.013,3.834,16.354
38.5,-106.5,4.131,3.959,16.826
38.5,-105.5,4.150,3.976,16.849
38.5,-104.5,4.077,3.909,16.558
38.5,-103.5,3.991,3.818,16.207
38.5,-102.5,3.896,3.700,15.733
38.5,-101.5,3.680,3.430,14.669
38.5,-100.5,3.587,3.317,14.208
38.5,-99.5,3.546,3.266,13.996
38.5,-98.5,3.519,3.234,13.863
38.5,-97.5,3.511,3.221,13.802
38.5,-96.5,3.513,3.215,13.772
38.5,-95.5,3.538,3.228,13.788
38.5,-94.5,3.525,3.213,13.722
38.5,-93.5,3.521,3.208,13.694
38.5,-92.5,3.524,3.209,13.692
38.5,-91.5,3.520,3.205,13.674
38.5,-90.5,3.520,3.207,13.672
38.5,-89.5,3.485,3.184,13.580
38.5,-88.5,3.465,3.173,13.526
38.5,-87.5,3.467,3.176,13.537
38.5,-86.5,3.498,3.201,13.640
38.5,-85.5,3.549,3.245,13.799
38.5,-84.5,3.539,3.250,13.829
38.5,-83.5,3.536,3.315,14.122
38.5,-82.5,3.490,3.286,13.978
38.5,-81.5,3.437,3.200,13.540
38.5,-80.5,3.460,3.221,13.586
38.5,-79.5,3.581,3.358,14.113
38.5,-78.5,3.509,3.275,13.790
38.5,-77.5,3.260,2.980,12.565
38.5,-76.5,3.067,2.792,11.809
38.5,-75.5,2.699,2.478,10.669
38.5,-74.5,2.453,2.284,9.806
38.5,-73.5,2.279,2.143,9.152
38.5,-72.5,2.095,1.962,8.444
38.5,-71.5,1.903,1.774,7.709
38.5,-70.5,1.743,1.622,7.098
38.5,-69.5,1.448,1.349,5.969
38.5,-68.5,1.329,1.234,5.512
38.5,-67.5,1.224,1.131,5.113
38.5,-66.5,1.150,1.059,4.831
38.5,-65.5,1.087,0.998,4.591
38.5,-64.5,1.036,0.949,4.395
38.5,-63.5,0.997,0.911,4.247
38.5,-62.5,0.962,0.878,4.114
38.5,-61.5,0.945,0.862,4.049
38.5,-60.5,0.918,0.836,3.945
38.5,-59.5,0.913,0.833,3.927
38.5,-58.5,0.897,0.819,3.869
38.5,-57.5,0.892,0.816,3.851
38.5,-56.5,0.886,0.811,3.827
38.5,-55.5,0.869,0.794,3.759
38.5,-54.5,0.840,0.766,3.652
38.5,-53.5,0.817,0.743,3.564
38.5,-52.5,0.803,0.729,3.506
38.5,-51.5,0.792,0.719,3.467
38.5,-50.5,0.780,0.707,3.419
38.5,-49.5,0.767,0.694,3.370
38.5,-48.5,0.757,0.684,3.330
38.5,-47.5,0.747,0.675,3.293
38.5,-46.5,0.741,0.669,3.270
38.5,-45.5,0.740,0.668,3.263
38.5,-44.5,0.731,0.659,3.229
38.5,-43.5,0.723,0.651,3.199
38.5,-42.5,0.713,0.641,3.161
38.5,-41.5,0.704,0.633,3.128
38.5,-40.5,0.701,0.630,3.116
38.5,-39.5,0.694,0.622,3.090
38.5,-38.5,0.687,0.615,3.063
38.5,-37.5,0.682,0.610,3.044
38.5,-36.5,0.680,0.608,3.036
38.5,-35.5,0.680,0.607,3.037
38.5,-34.5,0.682,0.609,3.046
38.5,-33.5,0.690,0.616,3.075
38.5,-32.5,0.687,0.613,3.066
38.5,-31.5,0.689,0.613,3.072
38.5,-30.5,0.690,0.615,3.078
38.5,-29.5,0.698,0.623,3.111
38.5,-28.5,0.706,0.630,3.142
38.5,-27.5,0.713,0.637,3.170
38.5,-26.5,0.718,0.641,3.190
38.5,-25.5,0.728,0.653,3.237
38.5,-24.5,0.738,0.662,3.275
38.5,-23.5,0.744,0.669,3.303
38.5,-22.5,0.752,0.677,3.338
38.5,-21.5,0.764,0.689,3.389
38.5,-20.5,0.779,0.704,3.452
38.5,-19.5,0.795,0.719,3.517
38.5,-18.5,0.816,0.740,3.607
38.5,-17.5,0.839,0.763,3.703
38.5,-16.5,0.867,0.791,3.819
38.5,-15.5,0.906,0.829,3.977
38.5,-14.5,0.947,0.870,4.149
38.5,-13.5,0.997,0.918,4.355
38.5,-12.5,1.091,1.012,4.735
38.5,-11.5,1.195,1.114,5.162
38.5,-10.5,1.352,1.262,5.808
38.5,-9.5,1.964,1.825,8.211
38.5,-8.5,2.252,2.109,9.492
38.5,-7.5,2.474,2.405,11.054
38.5,-6.5,2.601,2.546,11.741
38.5,-5.5,2.698,2.646,12.205
38.5,-4.5,2.802,2.748,12.648
38.5,-3.5,2.899,2.840,13.008
38.5,-2.5,2.937,2.876,13.130
38.5,-1.5,2.885,2.827,12.874
38.5,-0.5,2.789,2.718,12.318
38.5,0.5,2.550,2.410,10.726
38.5,1.5,2.424,2.276,10.061
38.5,2.5,2.347,2.199,9.697
38.5,3.5,2.233,2.094,9.238
38.5,4.5,1.900,1.795,7.966
38.5,5.5,1.903,1.805,7.977
38.5,6.5,1.922,1.825,8.057
38.5,7.5,1.937,1.831,8.121
38.5,8.5,2.311,2.159,9.541
38.5,9.5,2.345,2.190,9.667
38.5,10.5,1.907,1.800,8.023
38.5,11.5,1.843,1.747,7.789
38.5,12.5,1.851,1.758,7.844
38.5,13.5,1.929,1.833,8.184
38.5,14.5,2.319,2.197,9.755
38.5,15.5,2.427,2.323,10.342
38.5,16.5,2.600,2.557,11.610
38.5,17.5,2.628,2.589,11.707
38.5,18.5,2.549,2.461,10.907
38.5,19.5,2.655,2.564,11.362
38.5,20.5,3.005,2.952,13.252
38.5,21.5,3.195,3.136,14.141
38.5,22.5,3.121,3.066,13.849
38.5,23.5,3.017,2.951,13.292
38.5,24.5,2.902,2.766,12.238
38.5,25.5,2.897,2.759,12.210
38.5,26.5,2.989,2.929,13.197
38.5,27.5,3.098,3.055,13.807
38.5,28.5,3.261,3.218,14.546
38.5,29.5,3.381,3.325,14.868
38.5,30.5,3.584,3.459,14.954
38.5,31.5,3.676,3.529,15.077
38.5,32.5,3.763,3.604,15.289
38.5,33.5,3.783,3.619,15.310
38.5,34.5,3.769,3.594,15.215
38.5,35.5,3.794,3.610,15.277
38.5,36.5,3.814,3.625,15.329
38.5,37.5,3.793,3.606,15.254
38.5,38.5,3.765,3.578,15.149
38.5,39.5,3.762,3.570,15.114
38.5,40.5,3.782,3.581,15.150
38.5,41.5,3.825,3.616,15.285
38.5,42.5,3.877,3.664,15.478
38.5,43.5,3.963,3.744,15.789
38.5,44.5,3.983,3.773,15.912
38.5,45.5,3.961,3.760,15.867
38.5,46.5,3.939,3.743,15.801
38.5,47.5,3.837,3.642,15.397
38.5,48.5,3.534,3.326,14.173
38.5,49.5,3.414,3.241,13.698
38.5,50.5,3.303,3.167,13.315
38.5,51.5,3.202,3.065,12.920
38.5,52.5,3.185,3.043,12.872
38.5,53.5,3.243,3.086,13.071
38.5,54.5,3.459,3.248,13.690
38.5,55.5,3.535,3.270,13.865
38.5,56.5,3.603,3.320,14.070
38.5,57.5,3.602,3.339,14.118
38.5,58.5,3.617,3.359,14.201
38.5,59.5,3.664,3.396,14.364
38.5,60.5,3.701,3.432,14.512
38.5,61.5,3.756,3.483,14.728
38.5,62.5,3.809,3.535,14.960
38.5,63.5,3.852,3.579,15.149
38.5,64.5,3.931,3.651,15.429
38.5,65.5,3.988,3.705,15.650
38.5,66.5,4.007,3.717,15.736
38.5,67.5,4.017,3.735,15.842
38.5,68.5,4.056,3.790,16.112
38.5,69.5,4.210,3.959,16.835
38.5,70.5,4.506,4.297,18.227
38.5,71.5,4.696,4.486,19.064
38.5,72.5,4.690,4.478,19.186
38.5,73.5,4.719,4.506,19.370
38.5,74.5,4.682,4.484,19.353
38.5,75.5,4.652,4.466,19.269
38.5,76.5,4.692,4.516,19.326
38.5,77.5,4.629,4.480,19.113
38.5,78.5,4.643,4.496,19.144
38.5,79.5,4.654,4.508,19.183
38.5,80.5,4.662,4.517,19.222
38.5,81.5,4.692,4.549,19.330
38.5,82.5,4.734,4.596,19.465
38.5,83.5,4.740,4.603,19.496
38.5,84.5,4.726,4.588,19.463
38.5,85.5,4.723,4.581,19.478
38.5,86.5,4.721,4.579,19.541
38.5,87.5,4.787,4.629,19.788
38.5,88.5,4.820,4.651,19.913
38.5,89.5,4.780,4.607,19.788
38.5,90.5,4.623,4.453,19.269
38.5,91.5,4.567,4.399,19.060
38.5,92.5,4.529,4.368,18.929
38.5,93.5,4.552,4.380,18.991
38.5,94.5,4.603,4.416,19.143
38.5,95.5,4.651,4.456,19.301
38.5,96.5,4.673,4.476,19.376
38.5,97.5,4.642,4.448,19.264
38.5,98.5,4.607,4.414,19.107
38.5,99.5,4.569,4.383,18.950
38.5,100.5,4.591,4.416,18.988
38.5,101.5,4.510,4.348,18.682
38.5,102.5,4.406,4.251,18.261
38.5,103.5,4.264,4.098,17.644
38.5,104.5,4.045,3.826,16.559
38.5,105.5,3.934,3.705,16.067
38.5,106.5,3.830,3.615,15.699
38.5,107.5,3.734,3.541,15.394
38.5,108.5,3.674,3.484,15.210
38.5,109.5,3.630,3.458,15.217
38.5,110.5,3.587,3.484,15.619
38.5,111.5,3.574,3.488,15.763
38.5,112.5,3.571,3.485,15.754
38.5,113.5,3.486,3.409,15.463
38.5,114.5,3.314,3.256,14.886
38.5,115.5,3.189,3.139,14.324
38.5,116.5,3.087,3.035,13.816
38.5,117.5,3.002,2.937,13.300
38.5,118.5,2.893,2.785,12.453
38.5,119.5,2.854,2.742,12.176
38.5,120.5,2.870,2.719,12.115
38.5,121.5,2.875,2.704,12.033
38.5,122.5,2.830,2.652,11.769
38.5,123.5,2.778,2.596,11.520
38.5,124.5,2.739,2.558,11.397
38.5,125.5,2.733,2.561,11.465
38.5,126.5,2.844,2.712,12.213
38.5,127.5,2.758,2.629,11.844
38.5,128.5,2.396,2.239,10.050
38.5,129.5,2.110,1.959,8.806
38.5,130.5,1.531,1.425,6.533
38.5,131.5,1.359,1.262,5.829
38.5,132.5,1.289,1.194,5.527
38.5,133.5,1.235,1.139,5.291
38.5,134.5,1.222,1.124,5.216
38.5,135.5,1.236,1.135,5.251
38.5,136.5,1.291,1.183,5.441
38.5,137.5,1.392,1.271,5.806
38.5,138.5,1.890,1.717,7.659
38.5,139.5,2.078,1.882,8.317
38.5,140.5,2.221,2.002,8.718
38.5,141.5,2.105,1.897,8.299
38.5,142.5,1.814,1.642,7.313
38.5,143.5,1.553,1.406,6.349
38.5,144.5,1.050,0.951,4.449
38.5,145.5,0.914,0.826,3.929
38.5,146.5,0.849,0.766,3.681
38.5,147.5,0.803,0.723,3.506
38.5,148.5,0.769,0.692,3.376
38.5,149.5,0.742,0.666,3.271
38.5,150.5,0.718,0.643,3.177
38.5,151.5,0.697,0.624,3.095
38.5,152.5,0.680,0.608,3.028
38.5,153.5,0.666,0.594,2.971
38.5,154.5,0.654,0.583,2.924
38.5,155.5,0.644,0.573,2.883
38.5,156.5,0.637,0.567,2.854
38.5,157.5,0.628,0.558,2.816
38.5,158.5,0.618,0.548,2.775
38.5,159.5,0.612,0.541,2.747
38.5,160.5,0.606,0.534,2.720
38.5,161.5,0.599,0.527,2.692
38.5,162.5,0.592,0.520,2.663
38.5,163.5,0.583,0.512,2.629
38.5,164.5,0.573,0.502,2.590
38.5,165.5,0.566,0.496,2.563
38.5,166.5,0.562,0.492,2.548
38.5,167.5,0.554,0.485,2.519
38.5,168.5,0.549,0.480,2.496
38.5,169.5,0.545,0.476,2.479
38.5,170.5,0.541,0.472,2.464
38.5,171.5,0.536,0.467,2.444
38.5,172.5,0.533,0.465,2.434
38.5,173.5,0.532,0.464,2.429
38.5,174.5,0.531,0.462,2.423
38.5,175.5,0.529,0.460,2.415
38.5,176.5,0.526,0.457,2.401
38.5,177.5,0.522,0.453,2.385
38.5,178.5,0.517,0.450,2.370
38.5,179.5,0.512,0.445,2.352
37.5,-179.5,0.502,0.435,2.309
37.5,-178.5,0.498,0.432,2.297
37.5,-177.5,0.495,0.429,2.286
37.5,-176.5,0.494,0.427,2.280
37.5,-175.5,0.493,0.426,2.274
37.5,-174.5,0.489,0.423,2.263
37.5,-173.5,0.487,0.422,2.256
37.5,-172.5,0.486,0.421,2.253
37.5,-171.5,0.486,0.420,2.250
37.5,-170.5,0.484,0.419,2.245
37.5,-169.5,0.483,0.418,2.241
37.5,-168.5,0.482,0.417,2.237
37.5,-167.5,0.481,0.417,2.237
37.5,-166.5,0.483,0.418,2.241
37.5,-165.5,0.483,0.418,2.244
37.5,-164.5,0.484,0.419,2.247
37.5,-163.5,0.485,0.419,2.249
37.5,-162.5,0.486,0.421,2.254
37.5,-161.5,0.487,0.422,2.258
37.5,-160.5,0.489,0.423,2.264
37.5,-159.5,0.490,0.424,2.268
37.5,-158.5,0.489,0.424,2.267
37.5,-157.5,0.490,0.425,2.273
37.5,-156.5,0.492,0.427,2.282
37.5,-155.5,0.494,0.429,2.291
37.5,-154.5,0.498,0.432,2.304
37.5,-153.5,0.501,0.434,2.315
37.5,-152.5,0.502,0.437,2.324
37.5,-151.5,0.505,0.439,2.336
37.5,-150.5,0.508,0.442,2.347
37.5,-149.5,0.511,0.445,2.362
37.5,-148.5,0.515,0.449,2.379
37.5,-147.5,0.520,0.454,2.399
37.5,-146.5,0.525,0.459,2.420
37.5,-145.5,0.530,0.464,2.441
37.5,-144.5,0.535,0.469,2.464
37.5,-143.5,0.540,0.474,2.486
37.5,-142.5,0.545,0.479,2.508
37.5,-141.5,0.552,0.486,2.536
37.5,-140.5,0.559,0.492,2.565
37.5,-139.5,0.567,0.500,2.600
37.5,-138.5,0.577,0.510,2.641
37.5,-137.5,0.589,0.521,2.689
37.5,-136.5,0.603,0.535,2.747
37.5,-135.5,0.617,0.548,2.804
37.5,-134.5,0.631,0.561,2.863
37.5,-133.5,0.646,0.576,2.928
37.5,-132.5,0.663,0.593,3.001
37.5,-131.5,0.684,0.614,3.091
37.5,-130.5,0.708,0.638,3.194
37.5,-129.5,0.738,0.668,3.324
37.5,-128.5,0.776,0.705,3.482
37.5,-127.5,0.822,0.751,3.679
37.5,-126.5,0.884,0.811,3.937
37.5,-125.5,0.972,0.897,4.303
37.5,-124.5,1.133,1.050,4.959
37.5,-123.5,1.661,1.537,7.023
37.5,-122.5,1.955,1.818,8.223
37.5,-121.5,2.209,2.071,9.348
37.5,-120.5,2.413,2.298,10.473
37.5,-119.5,2.762,2.736,12.713
37.5,-118.5,2.934,2.932,13.666
37.5,-117.5,2.957,2.965,13.854
37.5,-116.5,2.958,2.971,13.905
37.5,-115.5,2.976,2.993,14.015
37.5,-114.5,3.036,3.050,14.239
37.5,-113.5,3.117,3.124,14.468
37.5,-112.5,3.241,3.230,14.749
37.5,-111.5,3.435,3.360,14.878
37.5,-110.5,3.517,3.400,14.878
37.5,-109.5,3.448,3.271,14.273
37.5,-108.5,3.596,3.396,14.691
37.5,-107.5,3.966,3.784,16.121
37.5,-106.5,4.072,3.897,16.541
37.5,-105.5,4.004,3.840,16.329
37.5,-104.5,3.995,3.825,16.255
37.5,-103.5,3.972,3.794,16.121
37.5,-102.5,3.867,3.675,15.634
37.5,-101.5,3.652,3.409,14.570
37.5,-100.5,3.552,3.290,14.079
37.5,-99.5,3.507,3.235,13.841
37.5,-98.5,3.480,3.202,13.701
37.5,-97.5,3.462,3.179,13.615
37.5,-96.5,3.453,3.162,13.552
37.5,-95.5,3.477,3.174,13.582
37.5,-94.5,3.475,3.169,13.557
37.5,-93.5,3.479,3.171,13.556
37.5,-92.5,3.490,3.179,13.581
37.5,-91.5,3.505,3.192,13.622
37.5,-90.5,3.508,3.194,13.622
37.5,-89.5,3.445,3.148,13.426
37.5,-88.5,3.419,3.132,13.349
37.5,-87.5,3.421,3.138,13.370
37.5,-86.5,3.455,3.165,13.487
37.5,-85.5,3.439,3.148,13.455
37.5,-84.5,3.390,3.113,13.326
37.5,-83.5,3.355,3.099,13.255
37.5,-82.5,3.353,3.120,13.304
37.5,-81.5,3.543,3.334,14.074
37.5,-80.5,3.588,3.362,14.145
37.5,-79.5,3.472,3.186,13.382
37.5,-78.5,3.256,2.973,12.547
37.5,-77.5,2.899,2.652,11.396
37.5,-76.5,2.750,2.516,10.841
37.5,-75.5,2.530,2.326,10.050
37.5,-74.5,2.267,2.121,9.103
37.5,-73.5,1.848,1.738,7.503
37.5,-72.5,1.623,1.520,6.638
37.5,-71.5,1.461,1.361,6.016
37.5,-70.5,1.337,1.240,5.544
37.5,-69.5,1.246,1.153,5.196
37.5,-68.5,1.170,1.079,4.905
37.5,-67.5,1.109,1.020,4.673
37.5,-66.5,1.055,0.968,4.468
37.5,-65.5,1.006,0.920,4.280
37.5,-64.5,0.969,0.884,4.137
37.5,-63.5,0.941,0.858,4.034
37.5,-62.5,0.920,0.838,3.952
37.5,-61.5,0.903,0.822,3.886
37.5,-60.5,0.881,0.801,3.801
37.5,-59.5,0.860,0.781,3.723
37.5,-58.5,0.843,0.766,3.661
37.5,-57.5,0.835,0.759,3.629
37.5,-56.5,0.828,0.753,3.602
37.5,-55.5,0.811,0.737,3.538
37.5,-54.5,0.794,0.720,3.473
37.5,-53.5,0.780,0.707,3.418
37.5,-52.5,0.764,0.691,3.357
37.5,-51.5,0.754,0.681,3.317
37.5,-50.5,0.746,0.674,3.288
37.5,-49.5,0.734,0.661,3.239
37.5,-48.5,0.721,0.649,3.192
37.5,-47.5,0.716,0.644,3.171
37.5,-46.5,0.710,0.638,3.149
37.5,-45.5,0.706,0.634,3.130
37.5,-44.5,0.700,0.628,3.110
37.5,-43.5,0.695,0.623,3.091
37.5,-42.5,0.691,0.619,3.073
37.5,-41.5,0.687,0.614,3.057
37.5,-40.5,0.683,0.611,3.045
37.5,-39.5,0.680,0.607,3.031
37.5,-38.5,0.676,0.603,3.016
37.5,-37.5,0.672,0.599,3.002
37.5,-36.5,0.670,0.597,2.996
37.5,-35.5,0.671,0.598,3.000
37.5,-34.5,0.673,0.600,3.009
37.5,-33.5,0.675,0.600,3.015
37.5,-32.5,0.677,0.602,3.022
37.5,-31.5,0.684,0.608,3.050
37.5,-30.5,0.690,0.615,3.077
37.5,-29.5,0.698,0.623,3.109
37.5,-28.5,0.706,0.630,3.137
37.5,-27.5,0.711,0.635,3.160
37.5,-26.5,0.711,0.635,3.162
37.5,-25.5,0.719,0.643,3.196
37.5,-24.5,0.730,0.653,3.239
37.5,-23.5,0.738,0.663,3.278
37.5,-22.5,0.748,0.673,3.322
37.5,-21.5,0.761,0.686,3.378
37.5,-20.5,0.778,0.703,3.446
37.5,-19.5,0.796,0.720,3.519
37.5,-18.5,0.817,0.741,3.605
37.5,-17.5,0.841,0.764,3.706
37.5,-16.5,0.870,0.792,3.823
37.5,-15.5,0.907,0.828,3.974
37.5,-14.5,0.947,0.867,4.139
37.5,-13.5,1.010,0.930,4.393
37.5,-12.5,1.117,1.037,4.822
37.5,-11.5,1.218,1.137,5.232
37.5,-10.5,1.356,1.266,5.791
37.5,-9.5,1.848,1.714,7.703
37.5,-8.5,2.129,1.976,8.840
37.5,-7.5,2.346,2.187,9.783
37.5,-6.5,2.481,2.321,10.390
37.5,-5.5,2.615,2.449,10.956
37.5,-4.5,2.733,2.559,11.420
37.5,-3.5,2.800,2.625,11.665
37.5,-2.5,2.785,2.616,11.610
37.5,-1.5,2.593,2.448,10.918
37.5,-0.5,2.486,2.349,10.449
37.5,0.5,2.411,2.271,10.044
37.5,1.5,2.336,2.196,9.684
37.5,2.5,2.340,2.197,9.640
37.5,3.5,2.315,2.169,9.520
37.5,4.5,2.296,2.147,9.435
37.5,5.5,2.279,2.132,9.368
37.5,6.5,2.292,2.143,9.418
37.5,7.5,2.333,2.178,9.577
37.5,8.5,2.407,2.243,9.860
37.5,9.5,2.458,2.287,10.037
37.5,10.5,2.417,2.270,9.872
37.5,11.5,2.335,2.215,9.596
37.5,12.5,2.304,2.183,9.522
37.5,13.5,2.387,2.241,9.842
37.5,14.5,2.446,2.295,10.073
37.5,15.5,2.399,2.278,9.980
37.5,16.5,2.072,1.995,8.837
37.5,17.5,2.066,1.996,8.835
37.5,18.5,2.093,2.019,8.909
37.5,19.5,2.236,2.160,9.479
37.5,20.5,2.603,2.502,10.939
37.5,21.5,2.788,2.659,11.649
37.5,22.5,2.877,2.734,11.979
37.5,23.5,2.813,2.674,11.711
37.5,24.5,2.757,2.609,11.440
37.5,25.5,2.777,2.629,11.519
37.5,26.5,2.881,2.731,11.975
37.5,27.5,2.990,2.853,12.577
37.5,28.5,3.162,3.103,13.923
37.5,29.5,3.300,3.241,14.443
37.5,30.5,3.482,3.368,14.561
37.5,31.5,3.557,3.423,14.658
37.5,32.5,3.644,3.490,14.846
37.5,33.5,3.670,3.508,14.894
37.5,34.5,3.666,3.500,14.848
37.5,35.5,3.657,3.489,14.803
37.5,36.5,3.681,3.507,14.875
37.5,37.5,3.689,3.513,14.896
37.5,38.5,3.636,3.470,14.754
37.5,39.5,3.618,3.440,14.627
37.5,40.5,3.551,3.316,14.097
37.5,41.5,3.551,3.305,14.052
37.5,42.5,3.508,3.270,13.985
37.5,43.5,3.646,3.404,14.527
37.5,44.5,3.943,3.722,15.714
37.5,45.5,3.991,3.781,15.954
37.5,46.5,3.995,3.787,15.973
37.5,47.5,3.925,3.722,15.716
37.5,48.5,3.752,3.572,15.142
37.5,49.5,3.610,3.441,14.547
37.5,50.5,3.437,3.259,13.739
37.5,51.5,3.381,3.218,13.494
37.5,52.5,3.372,3.205,13.432
37.5,53.5,3.394,3.214,13.497
37.5,54.5,3.438,3.216,13.605
37.5,55.5,3.493,3.229,13.754
37.5,56.5,3.653,3.362,14.255
37.5,57.5,3.702,3.409,14.446
37.5,58.5,3.737,3.446,14.608
37.5,59.5,3.732,3.459,14.642
37.5,60.5,3.701,3.447,14.596
37.5,61.5,3.741,3.482,14.750
37.5,62.5,3.804,3.543,15.000
37.5,63.5,3.885,3.629,15.345
37.5,64.5,4.036,3.807,16.032
37.5,65.5,4.088,3.849,16.215
37.5,66.5,3.967,3.704,15.673
37.5,67.5,3.922,3.677,15.571
37.5,68.5,3.958,3.718,15.794
37.5,69.5,4.116,3.895,16.550
37.5,70.5,4.503,4.293,18.227
37.5,71.5,4.725,4.511,19.179
37.5,72.5,4.734,4.518,19.365
37.5,73.5,4.770,4.553,19.590
37.5,74.5,4.768,4.562,19.690
37.5,75.5,4.730,4.535,19.607
37.5,76.5,4.676,4.494,19.428
37.5,77.5,4.638,4.475,19.287
37.5,78.5,4.704,4.557,19.474
37.5,79.5,4.709,4.572,19.487
37.5,80.5,4.709,4.574,19.481
37.5,81.5,4.704,4.574,19.481
37.5,82.5,4.758,4.618,19.674
37.5,83.5,4.777,4.626,19.750
37.5,84.5,4.698,4.535,19.499
37.5,85.5,4.730,4.556,19.631
37.5,86.5,4.788,4.607,19.874
37.5,87.5,4.825,4.641,20.047
37.5,88.5,4.791,4.621,20.047
37.5,89.5,4.755,4.589,19.956
37.5,90.5,4.726,4.557,19.844
37.5,91.5,4.691,4.524,19.695
37.5,92.5,4.628,4.471,19.440
37.5,93.5,4.602,4.447,19.325
37.5,94.5,4.609,4.444,19.325
37.5,95.5,4.643,4.464,19.437
37.5,96.5,4.642,4.465,19.461
37.5,97.5,4.618,4.443,19.369
37.5,98.5,4.636,4.449,19.334
37.5,99.5,4.605,4.419,19.171
37.5,100.5,4.545,4.362,18.892
37.5,101.5,4.477,4.302,18.604
37.5,102.5,4.479,4.311,18.536
37.5,103.5,4.323,4.155,17.883
37.5,104.5,4.074,3.859,16.697
37.5,105.5,3.955,3.727,16.162
