Country Code,Country,Sitename,Location,Status,Gross (MWe),Thermal (MWt),Load Factor (%),lat (-90 to 90),lng (-180 to 180),alt (m),IAEA url
AR,ARGENTINA,ATUCHA-1,LIMA,Operational,357,1179,71.1,-34.04476,-59.19757,44,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=3
AR,ARGENTINA,ATUCHA-2,LIMA,Under Construction,745,2160,0,-34.04476,-59.19757,44,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=5
AR,ARGENTINA,CAREM25,LIMA,Under Construction,29,100,0,-34.04476,-59.19757,39,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=1055
AR,ARGENTINA,EMBALSE,EMBALSE,Operational,648,2015,82.6,-32.18333,-64.41667,563,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=4
AM,ARMENIA,ARMENIAN-1,METSAMOR,Permanent Shutdown,408,1375,0,40.14278,44.11639,882,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=1
AM,ARMENIA,ARMENIAN-2,METSAMOR,Operational,408,1375,64.3,40.14278,44.11639,882,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=2
BY,BELARUS,BELARUSIAN-1,Ostrovets,Under Construction,1194,3200,0,54.61361,25.95528,201,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=1056
BE,BELGIUM,BR-3,MOL,Permanent Shutdown,12,41,40.2,51.19109,5.11706,76,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=8
BE,BELGIUM,DOEL-1,DOEL-BEVEREN,Operational,454,1311,86.1,51.31060,4.26497,44,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=9
BE,BELGIUM,DOEL-2,DOEL-BEVEREN,Operational,454,1311,83.1,51.31060,4.26497,44,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=11
BE,BELGIUM,DOEL-3,DOEL-BEVEREN,Operational,1056,3054,83.7,51.31060,4.26497,44,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=12
BE,BELGIUM,DOEL-4,DOEL-BEVEREN,Operational,1090,2988,84,51.31060,4.26497,44,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=14
BE,BELGIUM,TIHANGE-1,TIHANGE,Operational,1009,2873,83.5,50.52970,5.26146,187,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=10
BE,BELGIUM,TIHANGE-2,TIHANGE,Operational,1055,3064,85.6,50.52970,5.26146,187,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=13
BE,BELGIUM,TIHANGE-3,TIHANGE,Operational,1094,3000,87.6,50.52970,5.26146,187,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=15
BR,BRAZIL,ANGRA-1,ANGRA DOS-REIS,Operational,640,1882,48.9,-23.00573,-44.31576,13,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=24
BR,BRAZIL,ANGRA-2,ANGRA DOS-REIS,Operational,1350,3764,82.1,-23.00573,-44.31576,13,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=25
BR,BRAZIL,ANGRA-3,ANGRA DOS-REIS,Under Construction,1350,3765,0,-23.00573,-44.31576,13,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=26
BG,BULGARIA,KOZLODUY-1,VRATZA,Permanent Shutdown,440,1375,60.1,43.21024,23.55288,444,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=16
BG,BULGARIA,KOZLODUY-2,VRATZA,Permanent Shutdown,440,1375,64.4,43.21024,23.55288,444,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=17
BG,BULGARIA,KOZLODUY-3,VRATZA,Permanent Shutdown,440,1375,67.4,43.21024,23.55288,444,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=18
BG,BULGARIA,KOZLODUY-4,VRATZA,Permanent Shutdown,440,1375,69.2,43.21024,23.55288,444,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=19
BG,BULGARIA,KOZLODUY-5,VRATZA,Operational,1000,3000,60.3,43.21024,23.55288,444,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=20
BG,BULGARIA,KOZLODUY-6,VRATZA,Operational,1000,3000,68,43.21024,23.55288,444,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=21
CA,CANADA,BRUCE-1,TIVERTON,Operational,824,2575,65.1,44.26766,-81.54332,198,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=53
CA,CANADA,BRUCE-2,TIVERTON,Operational,786,2456,61.2,44.26766,-81.54332,198,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=54
CA,CANADA,BRUCE-3,TIVERTON,Operational,805,2832,72.9,44.26766,-81.54332,198,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=30
CA,CANADA,BRUCE-4,TIVERTON,Operational,805,2832,71.7,44.26766,-81.54332,198,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=31
CA,CANADA,BRUCE-5,TIVERTON,Operational,872,2832,84.8,44.26766,-81.54332,198,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=38
CA,CANADA,BRUCE-6,TIVERTON,Operational,891,2690,81.3,44.26766,-81.54332,198,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=39
CA,CANADA,BRUCE-7,TIVERTON,Operational,872,2832,84.9,44.26766,-81.54332,198,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=41
CA,CANADA,BRUCE-8,TIVERTON,Operational,845,2690,82.5,44.26766,-81.54332,198,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=42
CA,CANADA,DARLINGTON-1,TOWN OF NEWCASTLE,Operational,934,2776,84.9,43.91777,-78.58748,60,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=43
CA,CANADA,DARLINGTON-2,TOWN OF NEWCASTLE,Operational,934,2776,78.2,43.91777,-78.58748,60,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=44
CA,CANADA,DARLINGTON-3,TOWN OF NEWCASTLE,Operational,934,2776,86.3,43.91777,-78.58748,60,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=45
CA,CANADA,DARLINGTON-4,TOWN OF NEWCASTLE,Operational,934,2776,85.3,43.91777,-78.58748,60,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=46
CA,CANADA,DOUGLAS POINT,TIVERTON,Permanent Shutdown,218,704,55.6,44.26766,-81.54332,198,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=40
CA,CANADA,GENTILLY-1,BECANCOUR,Permanent Shutdown,266,792,5.7,46.35062,-72.43506,-21,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=47
CA,CANADA,GENTILLY-2,BECANCOUR,Permanent Shutdown,675,2156,76.2,46.35062,-72.43506,-21,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=32
CA,CANADA,PICKERING-1,PICKERING,Operational,542,1744,63.2,43.83841,-79.08676,60,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=49
CA,CANADA,PICKERING-2,PICKERING,Permanent Shutdown,542,1744,60.3,43.83841,-79.08676,60,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=50
CA,CANADA,PICKERING-3,PICKERING,Permanent Shutdown,542,1744,69,43.83841,-79.08676,60,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=51
CA,CANADA,PICKERING-4,PICKERING,Operational,542,1744,66,43.83841,-79.08676,60,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=52
CA,CANADA,PICKERING-5,PICKERING,Operational,540,1744,72.8,43.83841,-79.08676,60,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=33
CA,CANADA,PICKERING-6,PICKERING,Operational,540,1744,77.5,43.83841,-79.08676,60,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=34
CA,CANADA,PICKERING-7,PICKERING,Operational,540,1744,77.7,43.83841,-79.08676,60,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=35
CA,CANADA,PICKERING-8,PICKERING,Operational,540,1744,76.2,43.83841,-79.08676,60,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=36
CA,CANADA,POINT LEPREAU,SAINT JOHN,Operational,705,2180,69.1,45.27332,-66.06331,-10,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=37
CA,CANADA,ROLPHTON NPD,ROLPHTON,Permanent Shutdown,25,92,67.1,45.98577,-77.50762,158,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=29
CN,CHINA,CEFR,Tuoli,Operational,25,65,0,45.94764,83.60695,1037,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=1047
CN,CHINA,CHANGJIANG-1,Changjiang,Under Construction,650,1930,0,19.26029,109.05413,75,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=939
CN,CHINA,CHANGJIANG-2,Changjiang,Under Construction,650,1930,0,19.26029,109.05413,75,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=940
CN,CHINA,DAYA BAY-1,SHENZHEN CITY,Operational,984,2905,84.4,22.54310,114.05787,5,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=63
CN,CHINA,DAYA BAY-2,SHENZHEN CITY,Operational,984,2905,84.6,22.54310,114.05787,5,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=64
CN,CHINA,FANGCHENGGANG-1,Fangchenggang,Under Construction,1080,2905,0,21.68686,108.35385,-6,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=943
CN,CHINA,FANGCHENGGANG-2,Fangchenggang,Under Construction,1080,2905,0,21.68686,108.35385,-6,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=944
CN,CHINA,FANGJIASHAN-1,Jiaxing,Under Construction,1080,2905,0,30.75392,120.75854,17,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=912
CN,CHINA,FANGJIASHAN-2,Jiaxing,Under Construction,1080,2905,0,30.75392,120.75854,17,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=913
CN,CHINA,FUQING-1,Fuqing,Under Construction,1080,2905,0,25.72038,119.38381,121,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=914
CN,CHINA,FUQING-2,Fuqing,Under Construction,1080,2905,0,25.72038,119.38381,121,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=915
CN,CHINA,FUQING-3,Fuqing,Under Construction,1080,2905,0,25.72038,119.38381,121,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=935
CN,CHINA,FUQING-4,Fuqing,Under Construction,1080,2905,0,25.72038,119.38381,121,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=936
CN,CHINA,HAIYANG-1,Haiyang,Under Construction,1250,3451,0,36.77638,121.15843,84,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=908
CN,CHINA,HAIYANG-2,Haiyang,Under Construction,1250,3415,0,36.77638,121.15843,84,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=909
CN,CHINA,HONGYANHE-1,DALIAN,Operational,1119,2905,104.7,38.91400,121.61468,23,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=904
CN,CHINA,HONGYANHE-2,DALIAN,Operational,1119,2905,0,38.91400,121.61468,23,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=905
CN,CHINA,HONGYANHE-3,DALIAN,Under Construction,1080,2905,0,38.91400,121.61468,23,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=906
CN,CHINA,HONGYANHE-4,DALIAN,Under Construction,1080,2905,0,38.91400,121.61468,23,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=907
CN,CHINA,LING AO-1,SHENZEN,Operational,990,2905,87.8,22.54310,114.05787,5,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=67
CN,CHINA,LING AO-2,SHENZEN,Operational,990,2905,88.9,22.54310,114.05787,5,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=68
CN,CHINA,LING AO-3,SHENZEN,Operational,1080,2905,80.8,22.54310,114.05787,98,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=878
CN,CHINA,LING AO-4,SHENZEN,Operational,1080,2905,85.8,22.54310,114.05787,98,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=875
CN,CHINA,NINGDE-1,Ningde,Operational,1080,2905,96.6,26.66562,119.54793,140,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=921
CN,CHINA,NINGDE-2,Ningde,Operational,1080,2905,0,26.66562,119.54793,140,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=922
CN,CHINA,NINGDE-3,Ningde,Under Construction,1080,2905,0,26.66562,119.54793,140,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=923
CN,CHINA,NINGDE-4,Ningde,Under Construction,1080,2905,0,26.66562,119.54793,140,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=924
CN,CHINA,QINSHAN 2-1,Jiaxing,Operational,650,1930,80.3,30.75392,120.75854,17,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=65
CN,CHINA,QINSHAN 2-2,Jiaxing,Operational,650,1930,88.8,30.75392,120.75854,17,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=66
CN,CHINA,QINSHAN 2-3,Jiaxing,Operational,650,1930,90,30.75392,120.75854,17,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=876
CN,CHINA,QINSHAN 2-4,Jiaxing,Operational,650,1930,91.4,30.75392,120.75854,17,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=877
CN,CHINA,QINSHAN 3-1,Jiaxing,Operational,700,2064,90.9,30.75392,120.75854,17,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=69
CN,CHINA,QINSHAN 3-2,Jiaxing,Operational,700,2064,92.4,30.75392,120.75854,17,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=840
CN,CHINA,QINSHAN-1,Jiaxing,Operational,310,966,81.1,30.75392,120.75854,17,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=62
CN,CHINA,SANMEN-1,Taizhou,Under Construction,1250,3400,0,32.45578,119.92312,8,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=879
CN,CHINA,SANMEN-2,Taizhou,Under Construction,1250,3400,0,32.45578,119.92312,8,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=880
CN,CHINA,SHIDAO BAY-1,Weihai,Under Construction,211,500,0,37.51307,122.12042,43,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=957
CN,CHINA,TAISHAN-1,Taishan,Under Construction,1750,4590,0,22.25192,112.79407,24,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=918
CN,CHINA,TAISHAN-2,Taishan,Under Construction,1750,4590,0,22.25192,112.79407,24,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=919
CN,CHINA,TIANWAN-1,Lianyungang,Operational,1060,3000,84.8,34.59665,119.22161,5,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=838
CN,CHINA,TIANWAN-2,Lianyungang,Operational,1060,3000,87.9,34.59665,119.22161,5,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=839
CN,CHINA,TIANWAN-3,Lianyungang,Under Construction,1060,3000,0,34.59665,119.22161,89,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=973
CN,CHINA,TIANWAN-4,Lianyungang,Under Construction,1060,3000,0,34.59665,119.22161,89,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=974
CN,CHINA,YANGJIANG-1,Yangjiang,Operational,1086,2905,0,21.85796,111.98223,-6,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=881
CN,CHINA,YANGJIANG-2,Yangjiang,Under Construction,1080,2905,0,21.85796,111.98223,-6,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=882
CN,CHINA,YANGJIANG-3,Yangjiang,Under Construction,1080,2905,0,21.85796,111.98223,-6,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=931
CN,CHINA,YANGJIANG-4,Yangjiang,Under Construction,1080,2905,0,21.85796,111.98223,-6,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=932
CN,CHINA,YANGJIANG-5,Yangjiang,Under Construction,1087,2905,0,21.85796,111.98223,-6,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=933
CN,CHINA,YANGJIANG-6,Yangjiang,Under Construction,1087,2905,0,21.85796,111.98223,-6,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=934
CZ,CZECH REPUBLIC,DUKOVANY-1,DUKOVANY,Operational,500,1444,84.9,49.08125,16.19218,397,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=78
CZ,CZECH REPUBLIC,DUKOVANY-2,DUKOVANY,Operational,500,1444,85.1,49.08125,16.19218,397,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=79
CZ,CZECH REPUBLIC,DUKOVANY-3,DUKOVANY,Operational,500,1444,84.3,49.08125,16.19218,397,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=80
CZ,CZECH REPUBLIC,DUKOVANY-4,DUKOVANY,Operational,500,1444,85.5,49.08125,16.19218,397,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=81
CZ,CZECH REPUBLIC,TEMELIN-1,TEMELIN,Operational,1056,3120,72,49.19284,14.34875,532,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=74
CZ,CZECH REPUBLIC,TEMELIN-2,TEMELIN,Operational,1056,3120,78,49.19284,14.34875,532,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=75
FI,FINLAND,LOVIISA-1,LOVIISA,Operational,520,1500,87.1,60.45707,26.22467,31,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=157
FI,FINLAND,LOVIISA-2,LOVIISA,Operational,520,1500,89,60.45707,26.22467,31,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=158
FI,FINLAND,OLKILUOTO-1,OLKILUOTO,Operational,910,2500,92.4,61.23637,21.47531,27,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=159
FI,FINLAND,OLKILUOTO-2,OLKILUOTO,Operational,910,2500,93.3,61.23637,21.47531,27,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=160
FI,FINLAND,OLKILUOTO-3,OLKILUOTO,Under Construction,1720,4300,0,61.23637,21.47531,22,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=860
FR,FRANCE,BELLEVILLE-1,LENE,Operational,1363,3817,70.6,43.48545,3.24891,168,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=211
FR,FRANCE,BELLEVILLE-2,LENE,Operational,1363,3817,72,43.48545,3.24891,168,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=212
FR,FRANCE,BLAYAIS-1,BRAUD ST.LOUIS,Operational,951,2785,72.1,47.22500,-1.27580,136,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=187
FR,FRANCE,BLAYAIS-2,BRAUD ST.LOUIS,Operational,951,2785,76.3,47.22500,-1.27580,136,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=188
FR,FRANCE,BLAYAIS-3,BRAUD ST.LOUIS,Operational,951,2785,78,47.22500,-1.27580,136,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=189
FR,FRANCE,BLAYAIS-4,BRAUD ST.LOUIS,Operational,951,2785,75.1,47.22500,-1.27580,136,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=190
FR,FRANCE,BUGEY-1,ST.VULBAS,Permanent Shutdown,555,1954,53.2,45.83291,5.29032,249,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=230
FR,FRANCE,BUGEY-2,ST.VULBAS,Operational,945,2785,67.8,45.83291,5.29032,249,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=165
FR,FRANCE,BUGEY-3,ST.VULBAS,Operational,945,2785,64.8,45.83291,5.29032,249,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=166
FR,FRANCE,BUGEY-4,ST.VULBAS,Operational,917,2785,69.1,45.83291,5.29032,249,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=167
FR,FRANCE,BUGEY-5,ST.VULBAS,Operational,917,2785,70.2,45.83291,5.29032,249,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=168
FR,FRANCE,CATTENOM-1,CATTENOM,Operational,1362,3817,69.4,49.40626,6.24367,207,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=207
FR,FRANCE,CATTENOM-2,CATTENOM,Operational,1362,3817,72.9,49.40626,6.24367,207,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=210
FR,FRANCE,CATTENOM-3,CATTENOM,Operational,1362,3817,73.7,49.40626,6.24367,207,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=218
FR,FRANCE,CATTENOM-4,CATTENOM,Operational,1362,3817,76.8,49.40626,6.24367,207,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=223
FR,FRANCE,CHINON A-1,AVOINE,Permanent Shutdown,80,300,0,47.20570,0.18198,84,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=173
FR,FRANCE,CHINON A-2,AVOINE,Permanent Shutdown,230,800,71.1,47.20570,0.18198,84,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=184
FR,FRANCE,CHINON A-3,AVOINE,Permanent Shutdown,480,1170,40.5,47.20570,0.18198,84,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=195
FR,FRANCE,CHINON B-1,AVOINE,Operational,954,2785,72.4,47.20570,0.18198,84,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=196
FR,FRANCE,CHINON B-2,AVOINE,Operational,954,2785,73.6,47.20570,0.18198,84,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=197
FR,FRANCE,CHINON B-3,AVOINE,Operational,954,2785,73.4,47.20570,0.18198,84,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=213
FR,FRANCE,CHINON B-4,AVOINE,Operational,954,2785,74.5,47.20570,0.18198,84,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=214
FR,FRANCE,CHOOZ B-1,CHARLEVILLE,Operational,1560,4270,78.3,48.81368,3.66741,245,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=220
FR,FRANCE,CHOOZ B-2,CHARLEVILLE,Operational,1560,4270,76,48.81368,3.66741,245,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=226
FR,FRANCE,CHOOZ-A (ARDENNES),CHARLEVILLE,Permanent Shutdown,320,1040,66.2,48.81368,3.66741,245,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=206
FR,FRANCE,CIVAUX-1,CIVAUX,Operational,1561,4270,75.6,46.44421,0.66487,143,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=227
FR,FRANCE,CIVAUX-2,CIVAUX,Operational,1561,4270,76,46.44421,0.66487,143,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=228
FR,FRANCE,CRUAS-1,CRUAS,Operational,956,2785,71.9,44.65691,4.76526,176,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=198
FR,FRANCE,CRUAS-2,CRUAS,Operational,956,2785,73,44.65691,4.76526,176,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=199
FR,FRANCE,CRUAS-3,CRUAS,Operational,956,2785,72.7,44.65691,4.76526,176,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=200
FR,FRANCE,CRUAS-4,CRUAS,Operational,956,2785,72.1,44.65691,4.76526,176,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=201
FR,FRANCE,DAMPIERRE-1,DAMPIERRE-EN-BURLY,Operational,937,2785,71.6,47.76134,2.51981,193,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=176
FR,FRANCE,DAMPIERRE-2,DAMPIERRE-EN-BURLY,Operational,937,2785,70.4,47.76134,2.51981,193,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=183
FR,FRANCE,DAMPIERRE-3,DAMPIERRE-EN-BURLY,Operational,937,2785,73.2,47.76134,2.51981,193,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=185
FR,FRANCE,DAMPIERRE-4,DAMPIERRE-EN-BURLY,Operational,937,2785,72.1,47.76134,2.51981,193,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=186
FR,FRANCE,EL-4 (MONTS DARREE),BRENNILIS,Permanent Shutdown,75,250,68.7,48.35729,-3.85065,285,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=217
FR,FRANCE,FESSENHEIM-1,FESSENHEIM,Operational,920,2785,67.8,47.91471,7.53763,253,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=163
FR,FRANCE,FESSENHEIM-2,FESSENHEIM,Operational,920,2785,68.4,47.91471,7.53763,253,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=164
FR,FRANCE,FLAMANVILLE-1,FLAMANVILLE,Operational,1382,3817,69.3,49.53207,-1.86580,111,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=202
FR,FRANCE,FLAMANVILLE-2,FLAMANVILLE,Operational,1382,3817,70.8,49.53207,-1.86580,111,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=203
FR,FRANCE,FLAMANVILLE-3,FLAMANVILLE,Under Construction,1650,4300,0,49.53207,-1.86580,64,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=873
FR,FRANCE,G-2 (MARCOULE),MARCOULE,Permanent Shutdown,43,260,0,44.14117,4.69412,98,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=172
FR,FRANCE,G-3 (MARCOULE),MARCOULE,Permanent Shutdown,43,260,75.1,44.14117,4.69412,98,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=161
