Country Code,Country,Sitename,Location,Status,Gross (MWe),Capacity (MWt),Mean LF (%),2013 LF (%),lat (-90 to 90),lng (-180 to 180),alt (m),,
US,UNITED STATES,GE VALLECITOS,"Pleasanton, Sunol",Permanent Shutdown,24,50,0,0,37.6132667,-121.8401639,206.5,PRIS,Map
US,UNITED STATES,PIQUA,Piqua,Permanent Shutdown,12,46,0,0,40.1323167,-84.2347667,239.8,PRIS,Map
RU,RUSSIA,AKADEMIK LOMONOSOV-1,PEVEK,Under Construction,35,150,0,0,52.92028,158.42472,190.2,PRIS,Map
RU,RUSSIA,AKADEMIK LOMONOSOV-2,PEVEK,Under Construction,35,150,0,0,52.92028,158.42472,190.2,PRIS,Map
RU,RUSSIA,NOVOVORONEZH 2-1,NOVOVORONEZHSKIY,Under Construction,1199,3200,0,0,51.275,39.2,122.6,PRIS,Map
RU,RUSSIA,NOVOVORONEZH 2-2,NOVOVORONEZHSKIY,Under Construction,1199,3200,0,0,51.275,39.2,122.6,PRIS,Map
RU,RUSSIA,LENINGRAD 2-1,SOSNOVYY BOR,Under Construction,1170,3200,0,0,59.84722,29.04361,32.9,PRIS,Map
RU,RUSSIA,LENINGRAD 2-2,SOSNOVYY BOR,Under Construction,1170,3200,0,0,59.84722,29.04361,32.9,PRIS,Map
CN,CHINA,HONGYANHE-1,DALIAN,Operational,1119,2905,104.7,104.7,39.79583,121.48056,20.9,PRIS,Map
CN,CHINA,HONGYANHE-2,DALIAN,Operational,1119,2905,0,0,39.79583,121.48056,20.9,PRIS,Map
CN,CHINA,HONGYANHE-3,DALIAN,Under Construction,1080,2905,0,0,39.79583,121.48056,20.9,PRIS,Map
CN,CHINA,HONGYANHE-4,DALIAN,Under Construction,1080,2905,0,0,39.79583,121.48056,20.9,PRIS,Map
CN,CHINA,HAIYANG-1,Haiyang,Under Construction,1250,3451,0,0,36.7083,121.383,4.8,PRIS,Map
CN,CHINA,HAIYANG-2,Haiyang,Under Construction,1250,3415,0,0,36.7083,121.383,4.8,PRIS,Map
CN,CHINA,FANGJIASHAN-1,Jiaxing,Operational,1080,2905,0,0,30.441342,120.941758,11.8,PRIS,Map
CN,CHINA,FANGJIASHAN-2,Jiaxing,Under Construction,1080,2905,0,0,30.441342,120.941758,11.8,PRIS,Map
CN,CHINA,FUQING-1,Fuqing,Operational,1080,2905,0,0,25.44583,119.44722,12.2,PRIS,Map
CN,CHINA,FUQING-2,Fuqing,Under Construction,1080,2905,0,0,25.44583,119.44722,12.2,PRIS,Map
CN,CHINA,TAISHAN-1,Taishan,Under Construction,1750,4590,0,0,21.91778,112.98194,82.5,PRIS,Map
CN,CHINA,TAISHAN-2,Taishan,Under Construction,1750,4590,0,0,21.91778,112.98194,82.5,PRIS,Map
CN,CHINA,NINGDE-1,Ningde,Operational,1080,2905,96.6,96.6,27.04444,120.28333,49.7,PRIS,Map
CN,CHINA,NINGDE-2,Ningde,Operational,1080,2905,0,0,27.04444,120.28333,49.7,PRIS,Map
CN,CHINA,NINGDE-3,Ningde,Under Construction,1080,2905,0,0,27.04444,120.28333,49.7,PRIS,Map
CN,CHINA,NINGDE-4,Ningde,Under Construction,1080,2905,0,0,27.04444,120.28333,49.7,PRIS,Map
CN,CHINA,YANGJIANG-3,Yangjiang,Under Construction,1080,2905,0,0,21.70833,112.26111,-8.1,PRIS,Map
CN,CHINA,YANGJIANG-4,Yangjiang,Under Construction,1080,2905,0,0,21.70833,112.26111,-8.1,PRIS,Map
CN,CHINA,YANGJIANG-5,Yangjiang,Under Construction,1087,2905,0,0,21.70833,112.26111,-8.1,PRIS,Map
CN,CHINA,YANGJIANG-6,Yangjiang,Under Construction,1087,2905,0,0,21.70833,112.26111,-8.1,PRIS,Map
CN,CHINA,FUQING-3,Fuqing,Under Construction,1080,2905,0,0,25.44583,119.44722,12.2,PRIS,Map
CN,CHINA,FUQING-4,Fuqing,Under Construction,1080,2905,0,0,25.44583,119.44722,12.2,PRIS,Map
CN,CHINA,CHANGJIANG-1,Changjiang,Under Construction,650,1930,0,0,19.46075,108.8999167,11.9,PRIS,Map
CN,CHINA,CHANGJIANG-2,Changjiang,Under Construction,650,1930,0,0,19.46075,108.8999167,11.9,PRIS,Map
CN,CHINA,FANGCHENGGANG-1,Fangchenggang,Under Construction,1080,2905,0,0,21.667,108.567,-21.2,PRIS,Map
CN,CHINA,FANGCHENGGANG-2,Fangchenggang,Under Construction,1080,2905,0,0,21.667,108.567,-21.2,PRIS,Map
CN,CHINA,SHIDAO BAY-1,Weihai,Under Construction,211,500,0,0,22.59722,114.54444,-2.4,PRIS,Map
CH,SWITZERLAND,LUCENS,1522 Lucens,Permanent Shutdown,7,28,0,0,46.69278,6.8275,772.2,PRIS,Map
RU,RUSSIA,BALTIC-1,Sovetsk,Under Construction,1194,3200,0,0,54.93889,22.16111,52.9,PRIS,Map
CN,CHINA,TIANWAN-3,Lianyungang,Under Construction,1060,3000,0,0,34.68694,119.45972,238.4,PRIS,Map
CN,CHINA,TIANWAN-4,Lianyungang,Under Construction,1060,3000,0,0,34.68694,119.45972,238.4,PRIS,Map
IN,INDIA,KAKRAPAR-3,SURAT,Under Construction,700,2166,0,0,21.23861,73.35,-5.9,PRIS,Map
IN,INDIA,KAKRAPAR-4,SURAT,Under Construction,700,2166,0,0,21.23861,73.35,-5.9,PRIS,Map
US,UNITED STATES,SUMMER-2,JENKINSVILLE,Under Construction,1250,3400,0,0,34.29861,-81.31472,77.3,PRIS,Map
US,UNITED STATES,SUMMER-3,JENKINSVILLE,Under Construction,1250,3400,0,0,34.29861,-81.31472,77.3,PRIS,Map
US,UNITED STATES,VOGTLE-3,WAYNESBORO,Under Construction,1250,3400,0,0,33.14333,-81.76056,23.0,PRIS,Map
US,UNITED STATES,VOGTLE-4,WAYNESBORO,Under Construction,1250,3400,0,0,33.14333,-81.76056,23.0,PRIS,Map
PK,PAKISTAN,CHASNUPP-3,KUNDIAN,Under Construction,340,999,0,0,32.39028,71.4625,152.6,PRIS,Map
PK,PAKISTAN,CHASNUPP-4,KUNDIAN,Under Construction,340,999,0,0,32.39028,71.4625,152.6,PRIS,Map
CN,CHINA,CEFR,Tuoli,Operational,25,65,0,0,39.740929,116.030139,52.1,PRIS,Map
AE,UNITED ARAB EMIRATES,BARAKAH-1,Ruwais,Under Construction,1400,3983,0,0,23.9849361,52.2837194,-32.2,PRIS,Map
AE,UNITED ARAB EMIRATES,BARAKAH-2,Ruwais,Under Construction,1400,3983,0,0,23.9849361,52.2837194,-32.2,PRIS,Map
AE,UNITED ARAB EMIRATES,BARAKAH-3,Ruwais,Under Construction,1400,3983,0,0,23.9849361,52.2837194,-32.2,PRIS,Map
AR,ARGENTINA,CAREM25,LIMA,Under Construction,29,100,0,0,0,0,-4924.6,PRIS,Map
BY,BELARUS,BELARUSIAN-1,Ostrovets,Under Construction,1194,3200,0,0,54.75833,26.09167,203.1,PRIS,Map
BY,BELARUS,BELARUSIAN-2,Ostrovets,Under Construction,1194,3200,0,0,54.75833,26.09167,203.1,PRIS,Map
